0.9173197;3.6626635;0.24893326;1.7432367;20.49613;-31.886759;
2.9333692;9.084575;1.0104097;13.165318;16.62862;-28.783234;
5.0003905;14.082708;1.0731301;24.807657;9.96265;-6.4736257;
2.1589198;5.1244755;0.430504;14.062092;10.921673;20.710623;
0.93230027;1.4757321;0.11319885;4.756086;15.740348;27.86822;
-1.0823156;-2.7102153;0.0315815;5.1415424;16.597172;27.730106;
-2.6414897;-8.417617;-0.13206862;14.581279;13.106979;21.880535;
-2.6455069;-9.692303;-0.26259348;25.153778;9.239467;0.6433508;
-1.7718399;-6.401726;-0.09855918;20.276585;11.47194;-20.512594;
-0.93108493;-3.147259;0.069848865;8.956772;15.300151;-31.959879;
-0.36857525;-0.9444959;0.022997856;0.85432965;18.19293;-32.9998;
0.008087043;0.0050382577;-0.03696234;-2.2057178;19.206978;-32.227985;
0.013846012;0.06640413;0.052742545;-2.2214522;19.5214;-32.13049;
-0.002526039;0.08757989;0.023077063;-2.02479;19.922308;-32.08987;
-0.051767476;0.0030571339;-6.426196E-4;-1.3895376;15.161475;-24.771019;
0.015841572;0.038474303;-0.0016503608;-1.086609;6.8582263;-10.466433;
