0.31322333;-2.2431734;0.15491332;71.32922;-2.2949865;4.6268544;
0.34954;-2.4988084;0.20137666;71.32922;-2.2949865;4.6268544;
0.34954;-2.4988084;0.20137666;71.294;-2.8356383;7.4947505;
0.69186836;-3.5727997;0.24926169;71.319664;-2.9651766;9.132578;
0.7534633;-3.854248;0.285755;71.319664;-2.9651766;9.132578;
0.7534633;-3.854248;0.285755;71.35087;-3.9272048;13.073933;
1.06126;-4.5203967;0.24249835;71.33579;-4.15352;14.183655;
1.1386967;-4.568462;0.20137666;71.33579;-4.15352;14.183655;
1.1386967;-4.568462;0.20137666;71.6405;-5.225005;17.94045;
1.2499567;-4.8057613;0.11592666;71.703804;-5.8882146;19.883215;
1.4121333;-4.9674034;0.038666666;71.703804;-5.8882146;19.883215;
1.4121333;-4.9674034;0.038666666;72.25745;-7.123745;23.709091;
1.3305999;-4.91827;-0.026666662;72.495186;-8.001298;25.723337;
1.4550366;-5.2182317;-0.06707833;72.495186;-8.001298;25.723337;
1.4550366;-5.2182317;-0.06707833;72.98681;-8.849534;28.273249;
1.3448449;-5.014577;-0.13810833;73.78402;-10.351829;31.420149;
1.1976217;-4.97203;-0.15662168;73.78402;-10.351829;31.420149;
1.1976217;-4.97203;-0.15662168;74.46494;-11.243093;33.684353;
1.1139517;-4.7552032;-0.21679;75.5865;-12.857703;36.63646;
0.78105664;-4.3208385;-0.28265664;75.5865;-12.857703;36.63646;
0.78105664;-4.3208385;-0.28265664;76.45293;-13.783756;38.588535;
0.702195;-4.0628867;-0.35920668;77.83139;-15.340375;41.060757;
0.34669003;-3.3191197;-0.4113666;77.83139;-15.340375;41.060757;
0.34669003;-3.3191197;-0.4113666;78.78109;-16.232239;42.66687;
0.2886567;-3.0305517;-0.42898998;80.23366;-17.508905;44.460773;
0.24895835;-2.7670834;-0.42632;80.23366;-17.508905;44.460773;
0.24895835;-2.7670834;-0.42632;81.69098;-18.750677;46.476658;
0.022516668;-2.0343583;-0.33197;82.25292;-19.109993;46.80097;
0.037825;-1.6250935;-0.21394332;82.25292;-19.109993;46.80097;
0.037825;-1.6250935;-0.21394332;82.82541;-19.578188;47.605667;
-0.08055834;-1.1177384;-0.13063167;83.54084;-20.03461;48.239697;
-0.02537;-0.87616664;-0.03735;83.54084;-20.03461;48.239697;
-0.027149998;-0.71078664;-0.04073;83.77674;-20.181887;48.624393;
-0.052429993;-0.41046834;0.006446667;84.01706;-20.369045;48.854374;
-0.043528333;-0.38233998;-0.0049466663;84.09658;-20.403206;48.942413;
-0.05349667;-0.28656498;-0.020434998;84.14151;-20.407785;49.12116;
-0.014331668;-0.19079;-1.4332931E-4;84.31275;-20.552992;49.300335;
-0.014686667;-0.16907167;-0.013494994;84.24352;-20.45061;49.279724;
-0.018603334;-0.14219166;-0.014206663;84.23384;-20.457552;49.40362;
0.0048933313;-0.11869333;-0.027378336;84.23384;-20.457552;49.40362;
0.009269999;-0.11638498;-0.022073334;73.369484;-18.512838;43.26991;
0.019343333;-0.022576654;0.016163332;56.883953;-14.4758215;33.907055;
0.027355;-0.03895667;-0.007868334;56.883953;-14.4758215;33.907055;
-0.022;0.076021664;0.014098334;15.338299;-5.304458;10.190233;
