-0.001014398;-0.2922508;-0.2286633;3.654783;15.97858;-39.95398
-0.08372659;-0.1722157;-0.04394642;2.52202;16.26157;-40.24646
0.06028065;-0.587292;-0.1927649;1.884832;15.20036;-41.05077
0.1804425;-0.4923101;-0.1824723;0.6104717;14.63438;-41.63575
0.1353994;-0.1100916;-0.05153057;0.4688778;14.4929;-41.92822
-0.01263244;-0.05111858;-0.00102585;-0.4514999;14.56364;-42.00135
0.06374276;0.1016366;0.04775288;-0.4514999;14.42215;-41.41639
-0.04859949;-0.01046436;0.01721654;-0.4514999;14.70512;-40.39272
-0.08348451;-0.02217401;-0.009578325;-1.08868;15.20035;-40.75832
-0.1221379;0.08568588;-0.001956092;-1.301077;15.41261;-40.97768
-0.006220079;-0.1082839;-0.09233659;-0.5222988;15.20036;-40.75831
0.002793922;0.1269992;-0.02371758;0.1148853;16.12006;-41.8551
-0.08104186;-0.08931097;-0.02027917;-0.1683102;15.97856;-40.83142
0.008307198;0.07311682;0.009376458;-0.6638908;15.7663;-40.31959
-0.03518116;0.1102938;-0.003085272;-0.4514999;16.12003;-40.83142
-0.05427948;-0.1798622;-0.05262326;-0.0975132;15.76628;-40.46582
-0.1326004;-0.4022526;-0.07768974;-0.7346935;15.27107;-40.24647
-0.1427739;-0.2711178;-0.203122;-1.655069;15.48331;-39.73463
-0.1502952;-0.04146063;-0.2243255;-2.009058;15.55405;-39.22279
-0.01223483;0.1068849;-0.1704266;-3.212626;16.75676;-41.05078
-0.01379677;0.2362807;-0.1632851;-2.575443;15.41257;-41.56261
0.1076173;-0.03305649;0.01281194;-2.64624;16.75676;-42.65942
0.0286652;0.01643889;0.09914257;-1.725861;16.26154;-41.27014
-0.1867076;0.1790965;0.04035755;-1.655067;17.03972;-41.4895
0.1100416;0.1023027;0.04951988;-1.796661;16.19077;-40.7583
-0.05885426;-0.045678;-0.003977964;-1.51347;17.03972;-40.0271
0.1058942;0.1573449;0.03062422;-1.017881;17.81795;-41.27014
0.05442516;0.04686897;0.03009798;-1.017883;16.96899;-41.85509
0.06795216;0.1859821;-0.004419782;-0.5930996;16.26152;-41.12389
0.04083105;0.7162651;-0.05377055;0.3980732;16.68596;-41.56262
0.09082738;1.571264;-0.004577441;3.371595;17.11044;-41.56262
0.4703273;2.078896;0.5698515;9.531019;16.47372;-40.75831
0.7195145;4.742033;-0.5882018;21.70828;14.4928;-35.49369
0.8860702;5.20016;2.173575;34.16872;11.37991;-19.8461
2.702977;4.409742;0.5516938;36.78825;-0.576355;6.550097
0.5918708;-0.1774765;-0.9211219;26.94733;-1.637573;26.65799
-1.102063;-4.018575;-1.324772;27.08893;-1.920563;27.38918
-2.615239;-8.028307;-0.02364221;34.16873;-2.062057;16.12877
-2.291142;-5.010462;2.205599;37.49625;-0.4348755;-18.16434
-1.520724;-3.914421;-1.0338;28.6465;3.597702;-31.39899
0.3974491;-3.934927;-1.749444;13.21254;11.09694;-40.90455
-0.3850366;-1.844539;-0.8836983;0.4688931;10.95543;-43.53685
-0.1674439;-0.5398968;-0.04170963;-6.186125;10.81395;-43.82932
0.04326651;-0.1526583;0.2458383;-7.885277;10.38947;-43.39061
-0.0570007;-0.1500699;0.189093;-8.380857;10.60172;-42.58629
0.09686449;0.1205544;0.1184057;-7.885271;11.52144;-42.65942
-0.2284388;-0.002655438;0.1534287;-8.168465;11.52144;-41.92822
-0.132835;0.05762734;0.0325361;-8.168465;12.37039;-41.92822
0.06319068;0.02947773;0.09277149;-7.95607;12.72414;-42.29382
0.03816869;0.09199064;0.106135;-7.672876;12.58264;-41.56262
0.04786473;0.08724249;0.02663321;-7.602083;13.92682;-41.78198
-0.09926507;-0.0758194;0.02853151;-6.8941;13.64383;-41.63574
-0.07761064;-0.07738587;0.05668245;-7.106497;13.43159;-41.85509
0.00989391;0.02551042;0.002242914;-7.248093;13.7146;-41.27014
-0.02799142;-0.0145081;0.06078212;-7.602079;14.20982;-42.07445
0.04730786;-0.01768366;0.01004411;-6.964899;14.42207;-42.29382
0.0684768;0.04552647;0.0156988;-6.964899;15.41252;-42.87878
0.02011672;0.04112214;0.04594485;-7.31889;14.7758;-42.51317
-0.03769465;0.01508308;0.004045342;-7.106493;14.98805;-41.27015
0.02339907;-0.01367134;-0.0109685;-7.106497;13.7146;-41.12391
0.02138785;-0.007618771;0.01275201;-6.964895;14.98804;-42.29383
0.007877364;-0.01591106;-0.01669003;-7.17729;14.35132;-41.63575
-0.0007715177;0.006023005;0.02844256;-7.389687;14.98804;-41.8551
0.007601727;-0.03912051;-0.0107653;-6.681711;15.1295;-41.8551
-0.02039236;-0.02175882;0.008555405;-6.681705;15.12952;-41.12391
0.009951434;-0.03791676;-0.01434991;-6.823305;15.27103;-41.41638
-0.004560131;-0.01225454;0.03204449;-6.823299;14.84654;-42.44005
0.5511596;0.2307115;-0.1350971;-6.681705;13.29012;-42.14758
-0.08835223;0.1485389;0.06987682;-6.11532;12.29968;-42.73253
-0.0656914;0.1678481;0.05536712;-5.194948;12.93642;-42.65942
0.008017979;0.074099;0.08638549;-4.557764;13.57312;-42.29382
-0.2724419;-0.02628966;0.07106992;-4.062181;13.36089;-42.80566
-0.07744366;-0.1319383;-0.06534892;-4.203777;14.63432;-41.63575
-0.03969335;-0.0009302422;0.05738127;-5.336544;14.20984;-41.63575
0.02786226;0.1376892;-0.02404302;-4.628561;15.48331;-41.63575
0.03412468;0.04011893;-0.07626069;-3.849785;15.41258;-42.00135
0.05432928;-0.01406309;-0.003078348;-4.203777;15.34183;-42.9519
0.06242183;0.07014713;-0.0268689;-3.708191;14.98808;-42.44006
0.4943354;0.4948055;-0.05140194;-5.478138;14.20985;-42.2207
2.228007;2.675299;-0.4540314;-3.991383;13.14865;-41.85509
0.2335081;-2.007307;-4.258673;2.946825;7.630371;-45.07236
1.061547;2.960513;-7.574253;2.09725;6.781403;-44.34118
-0.6699142;2.637138;-0.6805093;6.274328;6.286179;-44.26806
-4.651432;-0.2772311;8.672068;17.8144;10.46027;-38.78409
0.7295765;-2.970934;0.6240178;25.46059;7.913376;-34.83562
0.05304191;-2.388426;-0.7757237;18.94717;1.970612;-39.954
-1.5156;-1.673863;0.3500848;8.964655;1.899857;-43.82935
-0.6610762;-0.3076383;0.1673208;4.929171;5.083496;-44.34119
-0.1151921;-0.1107904;0.340311;3.442411;6.144699;-44.12183
-0.126779;0.03088148;-0.02559537;3.584009;7.135162;-44.56054
-0.005973204;0.06504504;-0.08758365;2.876028;6.710693;-44.70678
0.008008658;-0.06187349;-0.1529368;2.73443;7.418121;-44.12183
0.1334198;-0.0565706;0.01721254;3.159216;6.993652;-44.41431
0.1200606;0.05333593;0.055308;3.371614;6.922913;-44.92615
0.2177094;0.08271512;0.04930124;2.522036;7.064392;-45.07238
0.03561871;-0.0335268;0.0457358;3.088419;6.639923;-45.21863
-0.06355234;-0.02234658;-0.02997787;3.017622;6.286163;-44.12183
-0.008955678;0.02692482;0.01196558;2.805231;7.205902;-43.90247
0.01675208;-0.003916178;0.01755156;1.530863;6.781418;-44.63367
-0.02878478;-0.02408616;0.003925766;2.380438;6.781403;-44.77991
-0.00337822;-0.00246156;0.01899819;3.088423;6.498398;-45.21863
-0.02720712;-0.06310946;-0.01505352;3.584009;8.12561;-45.43799
-0.02628167;-0.01434618;0.002709766;2.805231;7.205887;-44.48744
0.04765594;0.01408546;-0.000619185;3.230017;6.498398;-44.77993
0.0006396913;0.004719121;0.04974892;2.876028;6.427673;-44.56056
0.03585414;0.0007257114;0.02204219;3.584009;7.276642;-44.41433
0.006011021;0.01093734;-0.007185475;3.371618;7.488876;-44.34121
0.01675182;-0.01494779;0.03176698;2.946825;7.488876;-44.63369
0.02342596;-0.01735662;-0.003861051;2.876032;6.993652;-44.26809
0.02380067;0.003372893;0.002059422;3.088419;6.922897;-44.92617
0.09041991;0.06348923;0.04384762;3.088423;6.922897;-44.63368
-0.02558286;0.03783287;0.0998507;3.584009;7.276657;-44.85305
-0.01394325;0.04756192;0.06771327;3.017622;7.559647;-44.85305
-0.06145484;0.05427123;0.05411597;3.300814;7.276627;-44.56057
-0.1899846;0.1236535;-0.1740352;3.584009;8.12558;-44.41434
-0.01351554;0.454131;-0.7307365;4.504385;8.19635;-44.34122
1.410446;1.72084;0.2483749;8.327475;5.649429;-44.19498
1.132456;1.009493;0.4094855;13.92052;-0.22258;-42.65946
-2.77671;0.3158253;3.993055;17.81441;-1.000778;-39.51531
0.3885739;-1.087941;-0.6105472;16.54004;2.678085;-39.0766
0.6878245;-0.8372065;-1.116728;13.70812;2.96106;-39.22283
2.136909;-1.235489;-2.213701;13.07094;4.022247;-40.02715
-1.84697;0.01613316;-0.1050945;6.699121;6.144684;-43.97562
-0.02852778;-0.1455857;0.5974435;3.15922;11.52147;-43.24442
0.2159714;-0.6410279;0.004232296;2.309645;12.93643;-43.24442
-0.2438795;-0.7695297;-0.09997293;-0.1682873;10.88474;-44.92617
-0.368116;-0.3567046;-0.08646751;-1.72584;9.469803;-45.51112
-0.1313841;0.1617239;-0.07883383;-1.230255;9.682037;-44.41433
-0.1614477;-0.1714495;0.005637113;-0.309885;10.74326;-43.46377
0.06273768;-0.1287572;-0.05295616;-0.2390842;11.37997;-43.68312
0.08436468;0.08810935;0.001279915;-0.9470654;11.80446;-44.26809
